artist,album,title,personnel_type,name,score
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Dave Bargeron,76.00
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Jon Faddis,76.00
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Brenda White King,76.00
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Bobby Douglas,76.00
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Greg Calbi,76.00
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Roy Kohara,76.00
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Ron Slenzak,76.00
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Jimmy Maelen,76.00
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Brian Hagiwara,76.00
"The Brooklyn, Bronx & Queens Band",All Night Long,(I Could Never Say) It's Over,Album Personnel,Fonzi Thornton,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Dick Zimmerman,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Roger Voudouris,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,John Banuelos,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Robert Appère,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Goro Nakagawa,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Philip Aaberg,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Paul Ray,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Yoshinori Otomo,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,George Doering,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Phil Ayling,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Joyce Bogart,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Denise Maynelli,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Steve George,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Richard Page,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Neil Stubenhaus,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Marti McCall,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Phil Kaye,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Jerry Hey,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Jeff Porcaro,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Tom Scott,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Paulinho Da Costa,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Tom Kelly,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Steve Madaio,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Charlie Calello,76.00
Roger Voudouris,On The Heels Of Love,Let Her Get Away,Album Personnel,Tommy Steele,76.00
Maxus,Maxus,The Higher You Rise,Song Personnel,Paul Gordon,76.00
Maxus,Maxus,The Higher You Rise,Song Personnel,Jay Gruska,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Maxus,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Nyle Steiner,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,"Lewis Kaplan Enterprises, Inc.",76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Lori Higgins,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Jennifer Williams,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Jay Vigon,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Robin Laine,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Doane Perry,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Karen Siegel,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Assa Drori,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Mark Leonard,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Tommy Funderburk,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Jay Gruska,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Michael Omartian,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Ian Underwood,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Bill Champlin,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Yvonne Garcia,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Michael Landau,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Robbie Buchanan,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Paulinho da Costa,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Ken Perry,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Frank Wolf,76.00
Maxus,Maxus,The Higher You Rise,Album Personnel,Glen Christensen,76.00
Brenda Russell,Love Life,Lucky,Song Personnel,Neil Larsen,75.75
Brenda Russell,Love Life,Lucky,Song Personnel,Brenda Russell,75.75
Brenda Russell,Love Life,Lucky,Song Personnel,Lenny Castro,75.75
Brenda Russell,Love Life,Lucky,Song Personnel,Abraham Laboriel,75.75
Brenda Russell,Love Life,Lucky,Song Personnel,Steve Lukather,75.75
Brenda Russell,Love Life,Lucky,Song Personnel,Jeff Porcaro,75.75
Brenda Russell,Love Life,Lucky,Song Personnel,Steve Porcaro,75.75
Brenda Russell,Love Life,Lucky,Song Personnel,Dean Parks,75.75
Brenda Russell,Love Life,Lucky,Album Personnel,Lynn Robb,75.75
Brenda Russell,Love Life,Lucky,Album Personnel,Brenda Russell,75.75
Brenda Russell,Love Life,Lucky,Album Personnel,Don Henderson,75.75
Brenda Russell,Love Life,Lucky,Album Personnel,Al Schmitt,75.75
Brenda Russell,Love Life,Lucky,Album Personnel,Stewart Whitmore,75.75
Brenda Russell,Love Life,Lucky,Album Personnel,Chuck Beeson,75.75
Brenda Russell,Love Life,Lucky,Album Personnel,Stewart Levine,75.75
Brenda Russell,Love Life,Lucky,Album Personnel,Paddy Reynolds,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Michael Jackson,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Gerald Vinci,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Greg Phillinganes,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Steve Lukather,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Louis Johnson,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Jerry Hey,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Jeff Porcaro,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Steve Porcaro,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Quincy Jones,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Dean Parks,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,David Foster,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,David Paich,75.75
Michael Jackson,Thriller,The Girl Is Mine,Song Personnel,Paul McCartney,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Dick Zimmerman,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Michael Jackson,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Steve Bates,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Matt Forger,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Bruce Swedien,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Mark Ettel,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Humberto Gatica,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Quincy Jones,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Mac James,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Bernie Grundman,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,DeMann Entertainment,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Ron Weisner,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Valadé/Design Pool,75.75
Michael Jackson,Thriller,The Girl Is Mine,Album Personnel,Joe Jackson,75.75
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Song Personnel,Bruce Sudano,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Song Personnel,Joe Esposito,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Steve Smith,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Bobby Womack,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Dave Aston,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Willie Harlan,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Tony Braunagel,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Mark Bensi,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Kevin McCormick,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,"Bob ""Inky"" Incorvaia",75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Bob Conti,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Rick Kelly,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Gary Herbig,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Eddie Hokenson,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Bruce Sudano,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,"WG ""Snuffy"" Walden",75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Dave Garland,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Brooklyn Dreams,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Mac James,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Phyllis Chotin,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Ollie Cotton,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Norman Seeff,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Joe Esposito,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Jim Boyer,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Art Hotel,75.50
Brooklyn Dreams,Won't Let Go,I Won't Let Go,Album Personnel,Ted Jensen,75.50
Brenda Russell,Two Eyes,New York Bars,Song Personnel,Brenda Russell,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Brenda Russell,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Kim Hutchcroft,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Bill Reichenbach,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Gary Grant,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,David Williams,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Al Schmitt,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Robbie Buchanan,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,John Robinson,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Leon Pendarvis,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Jerry Hey,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Jeff Porcaro,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Dean Parks,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Nathan East,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Paulinho Da Costa,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Larry Williams,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,David Foster,75.25
Brenda Russell,Two Eyes,New York Bars,Album Personnel,Tommy LiPuma,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Steve George,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Richard Page,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Dennis Belfield,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Ed Greene,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Tom Kelly,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Alan Estes,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Paul Jackson Jr.,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Bill Mays,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Barry Manilow,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Song Personnel,Adrienne Anderson,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Ria Lewerke-Shapiro,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Bill Drescher,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,George Hurrell,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Greg Fulginiti,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Roger Wall,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Rick Polakow,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Antonio V,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Charles Mercuri,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Richard Bradshaw,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Eric Borenstein,75.25
Barry Manilow,I Wanna Do It With You,Let's Get On With It,Album Personnel,Shaun Harris,75.25
Boz Scaggs,Middle Man,Simone,Song Personnel,Paulette Brown,75.25
Boz Scaggs,Middle Man,Simone,Song Personnel,Venetta Fields,75.25
Boz Scaggs,Middle Man,Simone,Song Personnel,David Paich,75.25
Boz Scaggs,Middle Man,Simone,Song Personnel,Bili Thedford,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Michael Boddicker,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Lenny Castro,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Boz Scaggs,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Ray Parker Jr.,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Steve Lukather,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,David Hungate,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Jeff Porcaro,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Steve Porcaro,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Gabe Veltri,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Nancy Donald,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Bill Schnee,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,David Foster,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Stephen Marcussen,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Larry Fast,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Irv Azoff,75.25
Boz Scaggs,Middle Man,Simone,Album Personnel,Guy Bourdin,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Valerie Simpson,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Zachary Sanders,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Chuck Rainey,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Frank Floyd,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Rob Mounsey,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Starz Vanderlocket,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Donald Fagen,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Larry Carlton,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Greg Phillinganes,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Jeff Porcaro,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Dean Parks,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Rick Derringer,75.25
Donald Fagen,The Nightfly,Green Flower Street,Song Personnel,Daniel Lazerus,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Robin Laine,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Michael Morongell,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Gary Katz,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Rob Mounsey,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Wendel II,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,George Delmerico,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Cheryl Smith,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Donald Fagen,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Roger Nichols,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Wayne Yurgelin,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,James Hamilton,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Daniel Lazerus,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Elliot Scheiner,75.25
Donald Fagen,The Nightfly,Green Flower Street,Album Personnel,Bob Ludwig,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Song Personnel,Ian Eales,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Gary Grant,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Jay Graydon,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Gary Herbig,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Steve George,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Richard Page,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Mike Baird,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Michael Landau,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Dennis Belfield,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Steve Lukather,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Jerry Hey,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Steve Porcaro,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,David Foster,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Taka Nanri,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Greg Ladanyi,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Paul Lari,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Bryan Adams,75.25
Dara Sedaka,I'm Your Girl Friend,Huggin',Album Personnel,Clif Newton,75.25
The Doobie Brothers,One Step Closer,One Step Closer,Song Personnel,Keith Knudsen,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Song Personnel,John McFee,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Song Personnel,Carlene Carter,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Bill Armstrong,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,David Gest & Assoc.,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Lee Thornburg,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Susyn Schops,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Michael McDonald,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Tiran Porter,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Joan Parker,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Jim Isaacson,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Bobby LaKind,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Kent Duncan,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Joel Peskin,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Jerry Jumonville,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Keith Knudsen,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Gene Meros,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,John McFee,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Ted Templeman,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Norman Seeff,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Bruce Cohn,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Cornelius Bumpus,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Chet McCracken,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Patrick Simmons,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Jim Welch,75.00
The Doobie Brothers,One Step Closer,One Step Closer,Album Personnel,Bill Armstrong,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Song Personnel,Buzzy Feiten,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Song Personnel,Neil Stubenhaus,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Song Personnel,Greg Phillinganes,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Song Personnel,William Smith,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Carmen Grillo,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Buzzy Feiten,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Michael Boddicker,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Neil Larsen,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Bill Champlin,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Neil Stubenhaus,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Greg Phillinganes,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Abraham Laboriel,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Steve Forman,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Stewart Whitmore,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Ed Greene,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Russell Ferrante,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Patrick Von Wiegandt,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Harry Bluestone,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,John Hug,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Frank DeCaro,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Michael Sembello,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,John Jarvis,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Mike Reese,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Mark Hanauer,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,John Mills,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Stan Evenson,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Tim Weisberg,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Laura Creamer,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Liz Hollander,75.00
Tim Weisberg,Party Of One,Don't Keep Me Waiting Girl,Album Personnel,Marylata Kastner,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Peter Ivers,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Eddie Osario,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Robin Laine,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Michael Morongell,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Sherlie Matthews,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Gary Katz,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Domenic Troiano,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Andy Hoffman,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Myrna Matthews,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Greg Phillinganes,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Jerry Hey,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Jeff Porcaro,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Wayne Yurgelin,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Steve Porcaro,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Jimmy Haslip,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Daniel Lazerus,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Franne Golde,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,David Paich,75.00
Diana Ross,Ross,Let's Go Up,Song Personnel,Bob Ludwig,75.00
Diana Ross,Ross,Let's Go Up,Album Personnel,R.T.C. Management Corp.,75.00
Diana Ross,Ross,Let's Go Up,Album Personnel,Uwe Ommer,75.00
Diana Ross,Ross,Let's Go Up,Album Personnel,Ria Lewerke,75.00
Diana Ross,Ross,Let's Go Up,Album Personnel,Bob Ludwig,75.00
Dolly Parton,"Dolly, Dolly, Dolly",Same Old Fool,Song Personnel,Michael Omartian,75.00
Dolly Parton,"Dolly, Dolly, Dolly",Same Old Fool,Song Personnel,Greg Leroy,75.00
Dolly Parton,"Dolly, Dolly, Dolly",Same Old Fool,Song Personnel,Gregg Sutton,75.00
Dolly Parton,"Dolly, Dolly, Dolly",Same Old Fool,Song Personnel,John Helmer,75.00
Dolly Parton,"Dolly, Dolly, Dolly",Same Old Fool,Album Personnel,Gary Klein,75.00
